"pokemon","nature","ev","hp","atk","def","spa","spd","spe","percent"
"Zapdos","Timid","0/0/4/252/0/252","0","0","4","252","0","252","1.175"
"Zapdos","Modest","0/0/4/252/252/0","0","0","4","252","252","0","1.137"
"Zapdos","Modest","244/0/12/12/180/60","244","0","12","12","180","60","0.887"
"Zapdos","Calm","244/0/0/0/244/20","244","0","0","0","244","20","0.852"
"Zapdos","Timid","44/0/76/68/68/252","44","0","76","68","68","252","0.851"
"Zapdos","Timid","76/0/4/172/4/252","76","0","4","172","4","252","0.798"
"Zapdos","Modest","132/0/4/116/100/156","132","0","4","116","100","156","0.787"
"Zapdos","Bold","124/0/100/76/4/204","124","0","100","76","4","204","0.649"
"Zapdos","Calm","252/0/60/4/164/28","252","0","60","4","164","28","0.646"
"Zapdos","Timid","4/0/4/196/52/252","4","0","4","196","52","252","0.613"
"Zapdos","Modest","180/0/4/76/228/20","180","0","4","76","228","20","0.538"
"Weavile","Jolly","0/252/4/0/0/252","0","252","4","0","0","252","41.309"
"Weavile","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","15.366"
"Weavile","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","9.769"
"Weavile","Jolly","28/252/20/0/4/204","28","252","20","0","4","204","8.090"
"Weavile","Serious","4/252/0/0/0/252","4","252","0","0","0","252","7.431"
"Weavile","Jolly","36/252/20/0/4/196","36","252","20","0","4","196","6.975"
"Weavile","Jolly","4/252/20/0/4/228","4","252","20","0","4","228","3.430"
"Weavile","Jolly","28/252/0/0/0/228","28","252","0","0","0","228","2.338"
"Weavile","Jolly","4/252/28/0/4/220","4","252","28","0","4","220","1.918"
"Weavile","Jolly","4/244/20/0/4/236","4","244","20","0","4","236","1.143"
"Weavile","Jolly","60/4/4/0/188/252","60","4","4","0","188","252","0.831"
"Weavile","Jolly","8/236/4/0/36/220","8","236","4","0","36","220","0.657"
"Kyogre","Modest","0/0/0/252/4/252","0","0","0","252","4","252","49.854"
"Kyogre","Modest","4/0/0/252/0/252","4","0","0","252","0","252","15.992"
"Kyogre","Timid","4/0/0/252/0/252","4","0","0","252","0","252","10.863"
"Kyogre","Modest","6/0/0/252/0/252","6","0","0","252","0","252","9.440"
"Kyogre","Timid","0/0/0/252/4/252","0","0","0","252","4","252","5.742"
"Kyogre","Modest","0/0/4/252/0/252","0","0","4","252","0","252","4.342"
"Kyogre","Timid","6/0/0/252/0/252","6","0","0","252","0","252","0.793"
"Kyogre","Modest","220/0/12/172/4/100","220","0","12","172","4","100","0.663"
"Kyogre","Modest","76/0/4/156/20/252","76","0","4","156","20","252","0.622"
"Kyogre","Modest","36/0/4/252/4/212","36","0","4","252","4","212","0.600"
"Clefairy","Careful","252/0/252/0/4/0","252","0","252","0","4","0","28.562"
"Clefairy","Relaxed","244/0/124/0/140/0","244","0","124","0","140","0","15.070"
"Clefairy","Sassy","252/0/92/0/164/0","252","0","92","0","164","0","11.434"
"Clefairy","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","8.208"
"Clefairy","Sassy","252/0/84/0/172/0","252","0","84","0","172","0","6.842"
"Clefairy","Sassy","252/0/20/0/236/0","252","0","20","0","236","0","4.907"
"Clefairy","Calm","252/0/140/0/116/0","252","0","140","0","116","0","3.448"
"Clefairy","Bold","252/0/252/0/4/0","252","0","252","0","4","0","3.415"
"Clefairy","Calm","252/0/4/0/252/0","252","0","4","0","252","0","2.326"
"Clefairy","Sassy","252/0/100/0/156/0","252","0","100","0","156","0","2.245"
"Clefairy","Sassy","252/0/140/0/116/0","252","0","140","0","116","0","1.746"
"Clefairy","Calm","252/0/52/4/196/0","252","0","52","4","196","0","1.719"
"Clefairy","Sassy","252/0/180/0/76/0","252","0","180","0","76","0","1.174"
"Clefairy","Bold","252/0/188/0/68/0","252","0","188","0","68","0","1.156"
"Clefairy","Careful","252/0/116/0/140/0","252","0","116","0","140","0","1.128"
"Clefairy","Calm","252/0/60/0/196/0","252","0","60","0","196","0","0.924"
"Clefairy","Calm","252/0/212/0/44/0","252","0","212","0","44","0","0.657"
"Clefairy","Calm","236/0/116/0/156/0","236","0","116","0","156","0","0.516"
"Tsareena","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","16.152"
"Tsareena","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","15.061"
"Tsareena","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","12.391"
"Tsareena","Brave","220/252/36/0/0/0","220","252","36","0","0","0","5.812"
"Tsareena","Careful","244/4/4/0/188/68","244","4","4","0","188","68","3.809"
"Tsareena","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","3.735"
"Tsareena","Brave","212/76/20/0/196/4","212","76","20","0","196","4","3.152"
"Tsareena","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","3.122"
"Tsareena","Careful","252/124/44/0/84/4","252","124","44","0","84","4","2.990"
"Tsareena","Jolly","0/252/0/0/0/252","0","252","0","0","0","252","2.355"
"Tsareena","Adamant","252/188/0/0/68/0","252","188","0","0","68","0","2.143"
"Tsareena","Careful","244/20/92/0/148/4","244","20","92","0","148","4","1.711"
"Tsareena","Adamant","212/76/20/0/196/4","212","76","20","0","196","4","1.683"
"Tsareena","Adamant","220/148/28/0/92/20","220","148","28","0","92","20","1.605"
"Tsareena","Adamant","244/76/92/0/92/4","244","76","92","0","92","4","1.579"
"Tsareena","Careful","236/68/68/0/132/4","236","68","68","0","132","4","1.558"
"Tsareena","Adamant","44/156/4/0/116/188","44","156","4","0","116","188","1.456"
"Tsareena","Careful","252/4/0/0/252/0","252","4","0","0","252","0","1.117"
"Tsareena","Adamant","244/84/4/0/172/4","244","84","4","0","172","4","1.105"
"Tsareena","Careful","244/4/4/0/252/4","244","4","4","0","252","4","1.100"
"Tsareena","Brave","252/116/0/0/140/0","252","116","0","0","140","0","0.902"
"Tsareena","Brave","252/252/0/0/4/0","252","252","0","0","4","0","0.866"
"Tsareena","Adamant","252/252/0/0/0/4","252","252","0","0","0","4","0.735"
"Tsareena","Adamant","188/252/0/0/0/68","188","252","0","0","0","68","0.699"
"Tsareena","Jolly","0/180/0/0/76/252","0","180","0","0","76","252","0.660"
"Tsareena","Careful","252/124/0/0/132/0","252","124","0","0","132","0","0.647"
"Tsareena","Adamant","252/116/0/0/140/0","252","116","0","0","140","0","0.639"
"Tsareena","Brave","252/84/0/0/172/0","252","84","0","0","172","0","0.633"
"Tsareena","Adamant","244/108/0/0/144/12","244","108","0","0","144","12","0.560"
"Tsareena","Impish","252/4/180/0/4/68","252","4","180","0","4","68","0.524"
"Porygon-Z","Modest","12/0/4/236/4/252","12","0","4","236","4","252","89.245"
"Porygon-Z","Modest","4/0/0/252/0/252","4","0","0","252","0","252","4.384"
"Porygon-Z","Timid","0/0/0/252/4/252","0","0","0","252","4","252","3.194"
"Porygon-Z","Modest","180/0/0/252/0/76","180","0","0","252","0","76","2.622"
"Volcarona","Calm","220/0/52/4/36/196","220","0","52","4","36","196","55.549"
"Volcarona","Timid","4/0/0/252/0/252","4","0","0","252","0","252","14.686"
"Volcarona","Modest","244/0/44/36/4/180","244","0","44","36","4","180","5.525"
"Volcarona","Timid","252/0/0/4/0/252","252","0","0","4","0","252","4.792"
"Volcarona","Timid","4/0/44/204/4/252","4","0","44","204","4","252","4.059"
"Volcarona","Bold","116/0/236/4/148/4","116","0","236","4","148","4","2.956"
"Volcarona","Timid","28/0/92/60/76/252","28","0","92","60","76","252","2.264"
"Volcarona","Bold","116/0/236/52/100/4","116","0","236","52","100","4","1.939"
"Volcarona","Calm","244/0/0/0/212/52","244","0","0","0","212","52","1.415"
"Volcarona","Bold","252/0/252/4/0/0","252","0","252","4","0","0","0.926"
"Volcarona","Modest","100/0/4/252/148/4","100","0","4","252","148","4","0.683"
"Volcarona","Calm","244/0/4/36/172/52","244","0","4","36","172","52","0.601"
"Volcarona","Modest","0/0/0/252/4/252","0","0","0","252","4","252","0.532"
"Accelgor","Timid","252/0/0/4/0/252","252","0","0","4","0","252","35.768"
"Accelgor","Timid","252/0/0/0/4/252","252","0","0","0","4","252","33.357"
"Accelgor","Timid","252/0/4/0/0/252","252","0","4","0","0","252","15.844"
"Accelgor","Timid","252/0/4/4/4/244","252","0","4","4","4","244","3.168"
"Accelgor","Timid","252/0/100/0/0/156","252","0","100","0","0","156","2.264"
"Accelgor","Timid","252/0/0/72/4/180","252","0","0","72","4","180","1.939"
"Accelgor","Modest","252/0/0/4/0/252","252","0","0","4","0","252","1.772"
"Accelgor","Timid","252/0/0/0/84/172","252","0","0","0","84","172","1.702"
"Accelgor","Serious","252/0/0/4/0/252","252","0","0","4","0","252","1.190"
"Accelgor","Timid","252/0/100/4/12/140","252","0","100","4","12","140","1.111"
"Raichu-Alola","Timid","4/0/0/252/0/252","4","0","0","252","0","252","44.938"
"Raichu-Alola","Hasty","0/4/0/252/0/252","0","4","0","252","0","252","33.620"
"Raichu-Alola","Hasty","4/0/0/252/0/252","4","0","0","252","0","252","5.681"
"Raichu-Alola","Modest","0/0/0/252/4/252","0","0","0","252","4","252","5.466"
"Raichu-Alola","Timid","0/0/4/252/0/252","0","0","4","252","0","252","4.724"
"Raichu-Alola","Modest","4/0/0/252/0/252","4","0","0","252","0","252","1.692"
"Raichu-Alola","Timid","28/0/60/156/12/252","28","0","60","156","12","252","0.968"
"Raichu-Alola","Timid","28/0/56/156/12/252","28","0","56","156","12","252","0.720"
"Liepard","Jolly","244/0/0/0/20/244","244","0","0","0","20","244","35.805"
"Liepard","Timid","252/0/0/0/52/204","252","0","0","0","52","204","21.630"
"Liepard","Jolly","252/4/0/0/0/252","252","4","0","0","0","252","21.175"
"Liepard","Timid","252/0/44/0/0/212","252","0","44","0","0","212","9.105"
"Liepard","Timid","252/0/0/0/4/252","252","0","0","0","4","252","6.149"
"Liepard","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","3.377"
"Liepard","Jolly","252/0/0/0/0/252","252","0","0","0","0","252","2.417"
"Uxie","Careful","244/0/84/0/180/0","244","0","84","0","180","0","66.631"
"Uxie","Sassy","244/0/84/0/180/0","244","0","84","0","180","0","18.034"
"Uxie","Calm","204/0/220/0/84/0","204","0","220","0","84","0","13.659"
"Uxie","Sassy","252/0/252/0/4/0","252","0","252","0","4","0","1.197"
"Venusaur-Mega","Modest","252/0/76/60/108/12","252","0","76","60","108","12","48.584"
"Venusaur-Mega","Calm","252/0/4/0/252/0","252","0","4","0","252","0","22.912"
"Venusaur-Mega","Bold","220/0/132/4/140/12","220","0","132","4","140","12","6.591"
"Venusaur-Mega","Modest","252/0/28/92/132/4","252","0","28","92","132","4","5.476"
"Venusaur-Mega","Bold","252/0/52/4/188/12","252","0","52","4","188","12","4.318"
"Venusaur-Mega","Calm","252/0/52/92/108/4","252","0","52","92","108","4","1.602"
"Venusaur-Mega","Bold","220/0/68/4/212/4","220","0","68","4","212","4","1.516"
"Venusaur-Mega","Modest","252/0/0/252/4/0","252","0","0","252","4","0","1.324"
"Venusaur-Mega","Modest","220/0/84/60/140/4","220","0","84","60","140","4","1.290"
"Venusaur-Mega","Calm","252/0/124/52/76/4","252","0","124","52","76","4","0.911"
"Venusaur-Mega","Calm","236/0/188/60/20/4","236","0","188","60","20","4","0.722"
"Venusaur-Mega","Hardy","108/0/92/108/0/188","108","0","92","108","0","188","0.615"
"Venusaur-Mega","Relaxed","252/0/252/0/4/0","252","0","252","0","4","0","0.595"
"Venusaur-Mega","Bold","252/0/116/4/132/4","252","0","116","4","132","4","0.503"
"Ambipom","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","64.836"
"Ambipom","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","33.929"
"Ambipom","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","1.084"
"Ampharos-Mega","Modest","148/0/0/252/0/108","148","0","0","252","0","108","76.496"
"Ampharos-Mega","Quiet","252/0/0/252/4/0","252","0","0","252","4","0","14.825"
"Ampharos-Mega","Modest","252/0/0/252/4/0","252","0","0","252","4","0","3.805"
"Ampharos-Mega","Modest","4/0/0/252/0/252","4","0","0","252","0","252","2.034"
"Ampharos-Mega","Quiet","252/0/4/252/0/0","252","0","4","252","0","0","1.068"
"Ampharos-Mega","Quiet","252/0/0/116/140/0","252","0","0","116","140","0","1.003"
"Tyranitar-Mega","Jolly","124/108/12/0/12/252","124","108","12","0","12","252","96.953"
"Tyranitar-Mega","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","1.624"
"Tyranitar-Mega","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","0.880"
"Altaria-Mega","Adamant","244/252/0/0/0/12","244","252","0","0","0","12","22.864"
"Altaria-Mega","Modest","252/0/4/164/4/84","252","0","4","164","4","84","12.554"
"Altaria-Mega","Modest","124/0/52/216/56/56","124","0","52","216","56","56","9.820"
"Altaria-Mega","Modest","124/0/20/236/0/0","124","0","20","236","0","0","7.690"
"Altaria-Mega","Adamant","44/252/0/0/0/212","44","252","0","0","0","212","7.197"
"Altaria-Mega","Adamant","252/180/4/0/52/20","252","180","4","0","52","20","6.259"
"Altaria-Mega","Timid","0/0/0/252/4/252","0","0","0","252","4","252","5.220"
"Altaria-Mega","Calm","204/0/0/76/196/32","204","0","0","76","196","32","5.127"
"Altaria-Mega","Modest","132/0/4/252/4/116","132","0","4","252","4","116","4.535"
"Altaria-Mega","Modest","244/0/4/252/4/4","244","0","4","252","4","4","3.216"
"Altaria-Mega","Adamant","116/100/4/0/124/164","116","100","4","0","124","164","3.108"
"Altaria-Mega","Adamant","252/60/4/0/188/4","252","60","4","0","188","4","3.075"
"Altaria-Mega","Adamant","228/180/4/0/76/20","228","180","4","0","76","20","2.891"
"Altaria-Mega","Timid","220/0/0/252/0/36","220","0","0","252","0","36","1.044"
"Altaria-Mega","Brave","252/36/164/0/36/20","252","36","164","0","36","20","1.026"
"Altaria-Mega","Careful","244/12/60/0/108/84","244","12","60","0","108","84","0.931"
"Altaria-Mega","Bold","252/0/252/4/0/0","252","0","252","4","0","0","0.775"
"Cresselia","Calm","244/0/52/4/76/132","244","0","52","4","76","132","10.090"
"Cresselia","Timid","252/0/4/0/0/252","252","0","4","0","0","252","6.872"
"Cresselia","Sassy","244/0/76/20/156/0","244","0","76","20","156","0","6.627"
"Cresselia","Quiet","252/0/44/132/76/0","252","0","44","132","76","0","6.246"
"Cresselia","Sassy","236/0/196/0/76/0","236","0","196","0","76","0","4.803"
"Cresselia","Modest","252/0/4/244/4/4","252","0","4","244","4","4","4.745"
"Cresselia","Sassy","252/0/108/0/148/0","252","0","108","0","148","0","4.117"
"Cresselia","Calm","196/0/164/4/140/4","196","0","164","4","140","4","4.084"
"Cresselia","Bold","236/0/236/0/36/0","236","0","236","0","36","0","4.083"
"Cresselia","Sassy","228/0/228/12/40/0","228","0","228","12","40","0","3.440"
"Cresselia","Sassy","244/0/76/20/164/0","244","0","76","20","164","0","3.395"
"Cresselia","Calm","244/0/228/0/36/0","244","0","228","0","36","0","3.040"
"Cresselia","Sassy","204/0/252/0/52/0","204","0","252","0","52","0","2.922"
"Cresselia","Calm","228/2/196/4/76/4","228","2","196","4","76","4","2.364"
"Cresselia","Bold","252/0/252/4/0/0","252","0","252","4","0","0","2.340"
"Cresselia","Calm","244/0/156/0/108/0","244","0","156","0","108","0","2.109"
"Cresselia","Calm","148/0/12/4/180/148","148","0","12","4","180","148","1.993"
"Cresselia","Sassy","252/0/76/20/156/0","252","0","76","20","156","0","1.774"
"Cresselia","Calm","12/0/244/0/252/0","12","0","244","0","252","0","1.717"
"Cresselia","Sassy","220/0/92/0/196/0","220","0","92","0","196","0","1.683"
"Cresselia","Sassy","252/0/0/4/252/0","252","0","0","4","252","0","1.663"
"Cresselia","Calm","252/0/4/0/252/0","252","0","4","0","252","0","1.156"
"Cresselia","Modest","252/0/0/252/4/0","252","0","0","252","4","0","1.107"
"Cresselia","Calm","252/0/84/36/132/4","252","0","84","36","132","4","1.096"
"Cresselia","Modest","252/0/4/252/0/0","252","0","4","252","0","0","0.997"
"Cresselia","Modest","252/0/0/84/0/172","252","0","0","84","0","172","0.916"
"Cresselia","Sassy","200/0/140/4/164/0","200","0","140","4","164","0","0.872"
"Cresselia","Calm","252/0/100/0/156/0","252","0","100","0","156","0","0.823"
"Cresselia","Relaxed","52/0/204/0/252/0","52","0","204","0","252","0","0.801"
"Cresselia","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","0.789"
"Cresselia","Serious","220/0/172/4/92/20","220","0","172","4","92","20","0.760"
"Cresselia","Calm","236/0/0/0/252/20","236","0","0","0","252","20","0.694"
"Cresselia","Calm","220/0/92/4/172/20","220","0","92","4","172","20","0.689"
"Cresselia","Calm","252/0/132/0/124/0","252","0","132","0","124","0","0.638"
"Cresselia","Calm","244/0/20/0/0/244","244","0","20","0","0","244","0.565"
"Cresselia","Calm","244/0/188/4/36/20","244","0","188","4","36","20","0.561"
"Xurkitree","Modest","0/0/0/252/4/252","0","0","0","252","4","252","29.608"
"Xurkitree","Timid","212/0/0/84/0/212","212","0","0","84","0","212","19.685"
"Xurkitree","Timid","4/0/0/252/0/252","4","0","0","252","0","252","14.064"
"Xurkitree","Quiet","236/0/140/132/0/0","236","0","140","132","0","0","12.447"
"Xurkitree","Modest","4/0/0/252/0/252","4","0","0","252","0","252","11.509"
"Xurkitree","Mild","0/4/0/252/0/252","0","4","0","252","0","252","4.968"
"Xurkitree","Timid","0/0/0/252/4/252","0","0","0","252","4","252","2.153"
"Xurkitree","Timid","132/0/4/116/4/252","132","0","4","116","4","252","1.992"
"Xurkitree","Timid","124/0/116/52/124/92","124","0","116","52","124","92","1.602"
"Xurkitree","Modest","0/0/0/252/0/252","0","0","0","252","0","252","0.699"
"Alakazam-Mega","Timid","116/0/252/0/0/140","116","0","252","0","0","140","90.912"
"Alakazam-Mega","Timid","4/0/0/252/0/252","4","0","0","252","0","252","2.939"
"Alakazam-Mega","Timid","156/0/12/4/212/124","156","0","12","4","212","124","1.849"
"Alakazam-Mega","Modest","0/0/0/252/4/252","0","0","0","252","4","252","1.411"
"Alakazam-Mega","Modest","4/0/0/252/0/252","4","0","0","252","0","252","1.054"
"Alakazam-Mega","Timid","0/0/0/252/4/252","0","0","0","252","4","252","0.763"
"Alakazam-Mega","Timid","0/0/0/252/0/252","0","0","0","252","0","252","0.713"
"Blaziken","Naive","0/104/0/152/0/252","0","104","0","152","0","252","58.000"
"Blaziken","Jolly","252/0/0/0/100/156","252","0","0","0","100","156","13.067"
"Blaziken","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","11.422"
"Blaziken","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","8.495"
"Blaziken","Jolly","4/252/12/0/4/236","4","252","12","0","4","236","2.359"
"Blaziken","Naive","0/68/0/196/0/244","0","68","0","196","0","244","2.172"
"Blaziken","Jolly","0/252/0/0/0/252","0","252","0","0","0","252","1.809"
"Blaziken","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","0.926"
"Blaziken","Hardy","0/252/4/0/0/252","0","252","4","0","0","252","0.675"
"Diggersby","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","48.258"
"Diggersby","Adamant","244/252/0/0/12/0","244","252","0","0","12","0","45.506"
"Diggersby","Adamant","228/252/4/0/4/20","228","252","4","0","4","20","4.162"
"Diggersby","Jolly","60/252/4/0/4/188","60","252","4","0","4","188","1.358"
"Latias-Mega","Timid","252/0/0/4/0/252","252","0","0","4","0","252","98.755"
"Latias-Mega","Timid","236/0/100/0/0/172","236","0","100","0","0","172","0.872"
"Exeggutor","Modest","0/0/0/252/4/252","0","0","0","252","4","252","35.654"
"Exeggutor","Modest","0/0/0/252/0/252","0","0","0","252","0","252","29.566"
"Exeggutor","Adamant","252/116/0/0/140/0","252","116","0","0","140","0","27.410"
"Exeggutor","Modest","52/0/0/252/0/204","52","0","0","252","0","204","2.823"
"Exeggutor","Timid","4/0/0/252/0/252","4","0","0","252","0","252","2.247"
"Exeggutor","Hardy","188/0/0/252/0/68","188","0","0","252","0","68","1.144"
"Exeggutor","Timid","52/0/0/252/0/204","52","0","0","252","0","204","0.833"
"Garchomp","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","31.613"
"Garchomp","Jolly","12/212/4/0/36/244","12","212","4","0","36","244","22.099"
"Garchomp","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","19.062"
"Garchomp","Jolly","6/252/0/0/0/252","6","252","0","0","0","252","12.879"
"Garchomp","Jolly","60/220/4/0/52/172","60","220","4","0","52","172","4.566"
"Garchomp","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","3.004"
"Garchomp","Jolly","0/252/4/0/0/252","0","252","4","0","0","252","1.900"
"Garchomp","Adamant","0/252/0/0/0/252","0","252","0","0","0","252","1.090"
"Garchomp","Jolly","0/252/0/0/0/252","0","252","0","0","0","252","0.780"
"Garchomp","Adamant","252/252/0/0/0/0","252","252","0","0","0","0","0.566"
"Gardevoir-Mega","Quiet","252/0/108/68/76/0","252","0","108","68","76","0","32.861"
"Gardevoir-Mega","Relaxed","252/0/252/4/0/0","252","0","252","4","0","0","23.673"
"Gardevoir-Mega","Timid","4/0/0/252/0/252","4","0","0","252","0","252","11.618"
"Gardevoir-Mega","Sassy","252/0/0/4/252/0","252","0","0","4","252","0","9.792"
"Gardevoir-Mega","Timid","0/0/0/252/4/252","0","0","0","252","4","252","5.831"
"Gardevoir-Mega","Modest","252/0/84/92/60/20","252","0","84","92","60","20","4.644"
"Gardevoir-Mega","Bold","212/0/44/252/0/0","212","0","44","252","0","0","2.151"
"Gardevoir-Mega","Timid","132/0/60/52/12/252","132","0","60","52","12","252","2.113"
"Gardevoir-Mega","Modest","252/0/84/92/68/12","252","0","84","92","68","12","1.494"
"Gardevoir-Mega","Sassy","252/0/172/28/52/0","252","0","172","28","52","0","1.178"
"Gardevoir-Mega","Modest","212/0/196/12/84/4","212","0","196","12","84","4","1.046"
"Gardevoir-Mega","Quiet","252/0/180/0/76/0","252","0","180","0","76","0","0.645"
"Gardevoir-Mega","Quiet","252/0/252/4/0/0","252","0","252","4","0","0","0.511"
"Vivillon","Timid","4/0/0/252/0/252","4","0","0","252","0","252","64.836"
"Vivillon","Timid","0/0/0/252/4/252","0","0","0","252","4","252","14.161"
"Vivillon","Timid","252/0/0/0/6/252","252","0","0","0","6","252","10.647"
"Vivillon","Timid","252/0/0/0/4/252","252","0","0","0","4","252","5.294"
"Vivillon","Timid","252/0/0/4/0/252","252","0","0","4","0","252","2.990"
"Vivillon","Modest","0/0/0/252/4/252","0","0","0","252","4","252","2.043"
"Scrafty","Careful","244/4/4/0/196/60","244","4","4","0","196","60","57.330"
"Scrafty","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","16.115"
"Scrafty","Adamant","0/252/0/0/92/164","0","252","0","0","92","164","3.835"
"Scrafty","Careful","244/76/68/0/92/28","244","76","68","0","92","28","2.669"
"Scrafty","Careful","252/0/4/0/252/0","252","0","4","0","252","0","2.638"
"Scrafty","Careful","236/0/4/0/196/60","236","0","4","0","196","60","2.538"
"Scrafty","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","2.145"
"Scrafty","Careful","252/28/4/0/164/60","252","28","4","0","164","60","1.803"
"Scrafty","Brave","252/252/0/4/0/0","252","252","0","4","0","0","1.642"
"Scrafty","Sassy","252/4/0/0/252/0","252","4","0","0","252","0","1.255"
"Scrafty","Adamant","252/212/0/0/0/44","252","212","0","0","0","44","1.203"
"Scrafty","Careful","220/0/0/0/212/76","220","0","0","0","212","76","1.101"
"Scrafty","Hardy","0/252/124/0/124/0","0","252","124","0","124","0","1.045"
"Scrafty","Sassy","236/0/20/0/252/0","236","0","20","0","252","0","0.942"
"Scrafty","Careful","244/0/124/0/140/0","244","0","124","0","140","0","0.712"
"Scrafty","Brave","252/148/68/0/36/0","252","148","68","0","36","0","0.692"
"Milotic","Timid","0/0/44/252/0/212","0","0","44","252","0","212","19.532"
"Milotic","Calm","252/0/204/4/44/4","252","0","204","4","44","4","19.438"
"Milotic","Calm","252/0/132/4/36/84","252","0","132","4","36","84","11.207"
"Milotic","Calm","252/0/212/4/36/4","252","0","212","4","36","4","10.760"
"Milotic","Bold","44/0/212/4/244/4","44","0","212","4","244","4","9.045"
"Milotic","Timid","252/0/108/4/60/84","252","0","108","4","60","84","7.605"
"Milotic","Bold","244/0/228/4/28/4","244","0","228","4","28","4","3.111"
"Milotic","Bold","252/0/124/4/44/84","252","0","124","4","44","84","2.272"
"Milotic","Calm","252/0/172/36/44/4","252","0","172","36","44","4","2.016"
"Milotic","Calm","252/0/36/28/36/156","252","0","36","28","36","156","1.471"
"Milotic","Modest","252/0/0/4/252/0","252","0","0","4","252","0","1.410"
"Milotic","Calm","236/0/220/12/36/4","236","0","220","12","36","4","1.338"
"Milotic","Modest","252/0/0/120/136/0","252","0","0","120","136","0","0.981"
"Milotic","Bold","236/0/164/36/44/28","236","0","164","36","44","28","0.893"
"Milotic","Calm","236/0/124/4/44/100","236","0","124","4","44","100","0.830"
"Milotic","Calm","252/0/84/20/148/4","252","0","84","20","148","4","0.782"
"Milotic","Bold","252/0/252/4/0/0","252","0","252","4","0","0","0.782"
"Milotic","Calm","252/0/0/4/252/0","252","0","0","4","252","0","0.596"
"Milotic","Calm","252/0/140/68/44/4","252","0","140","68","44","4","0.517"
"Aerodactyl","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","90.621"
"Aerodactyl","Jolly","92/0/76/0/88/252","92","0","76","0","88","252","3.745"
"Aerodactyl","Jolly","252/0/20/0/0/236","252","0","20","0","0","236","3.590"
"Aerodactyl","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","1.737"
"Lilligant","Modest","4/0/0/252/0/252","4","0","0","252","0","252","46.766"
"Lilligant","Timid","252/0/0/4/0/252","252","0","0","4","0","252","21.578"
"Lilligant","Timid","4/0/0/252/0/252","4","0","0","252","0","252","15.351"
"Lilligant","Timid","252/0/4/0/0/252","252","0","4","0","0","252","9.459"
"Lilligant","Timid","172/0/0/80/0/252","172","0","0","80","0","252","4.113"
"Lilligant","Timid","56/0/0/200/0/252","56","0","0","200","0","252","2.194"
"Lapras","Bold","252/0/140/116/0/0","252","0","140","116","0","0","41.883"
"Lapras","Calm","212/0/196/4/92/4","212","0","196","4","92","4","31.880"
"Lapras","Sassy","252/0/140/0/116/0","252","0","140","0","116","0","18.038"
"Lapras","Quiet","252/4/0/252/0/0","252","4","0","252","0","0","2.946"
"Lapras","Quiet","252/0/4/252/0/0","252","0","4","252","0","0","2.418"
"Lapras","Timid","252/0/0/4/0/252","252","0","0","4","0","252","0.696"
"Bisharp","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","27.051"
"Bisharp","Adamant","244/4/44/0/204/12","244","4","44","0","204","12","20.213"
"Bisharp","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","15.491"
"Bisharp","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","8.006"
"Bisharp","Adamant","52/252/4/0/180/20","52","252","4","0","180","20","6.756"
"Bisharp","Adamant","252/4/4/0/228/20","252","4","4","0","228","20","6.478"
"Bisharp","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","3.588"
"Bisharp","Adamant","180/68/4/0/252/4","180","68","4","0","252","4","2.617"
"Bisharp","Adamant","244/44/4/0/204/12","244","44","4","0","204","12","1.488"
"Bisharp","Adamant","196/92/4/0/204/12","196","92","4","0","204","12","1.460"
"Bisharp","Jolly","0/172/0/0/124/212","0","172","0","0","124","212","1.435"
"Bisharp","Adamant","0/252/4/0/252/0","0","252","4","0","252","0","1.033"
"Bisharp","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","0.908"
"Bisharp","Adamant","0/252/0/0/0/252","0","252","0","0","0","252","0.770"
